gene-name	chromosome	start	stop
SMAD7	18	46446223	46477081
DYM	18	46570172	46987079
KCTD9	8	25285366	25315983
CDCA2	8	25316511	25365436
CHID1	11	867860	915058
C18orf32	18	47008030	47013601
RPL17	18	47014858	47018906
EBF2	8	25701584	25902392
CD163	12	7623414	7656286
LIPG	18	47088427	47119278
RASL11A	13	27844464	27847827
AC079097.1	8	26056054	26331120
AP2A2	11	925841	1012240
PPP2R2A	8	26149034	26228645
GTF3A	13	27998681	28009958
IVD	15	40697686	40728146
ACAA2	18	47309869	47340273
BNIP3L	8	26240414	26270645
MYO5B	18	47349101	47721384
PNMA2	8	26365177	26366271
MTIF3	13	28009780	28024728
DPYSL2	8	26371842	26515694
APOBEC1	12	7801996	7818489
AC013356.1	15	40711195	40711401
GDF3	12	7842382	7848389
AC013356.2	15	40712535	40712789
BAHD1	15	40733411	40760441
DPPA3	12	7864050	7870150
CHST14	15	40763213	40765351
LNX2	13	28120050	28194541
CLEC4C	12	7882011	7900136
POLR1D	13	28194903	28241548
MUC6	11	1012824	1036706
ADRA1A	8	26605667	26722922
C15orf57	15	40845298	40857252
AC006517.4	12	7917812	7926717
RPUSD2	15	40861499	40866905
GSX1	13	28366780	28368089
PDX1	13	28494157	28499394
NANOG	12	7941995	7948655
ATP5EP2	13	28519343	28519727
CDX2	13	28536278	28543505
CASC5	15	40886447	40954881
PRHOXNB	13	28552243	28562774
AC067904.1	8	26868641	26869573
MUC2	11	1074875	1104416
STMN4	8	27092840	27115933
FLT3	13	28577411	28674729
SLC2A14	12	7965116	8025495
CCDC11	18	47753563	47792865
TRIM35	8	27142404	27168834
MBD1	18	47795211	47808144
TMEM50B	21	34804792	34853499
MUC5B	11	1142474	1288726
RAD51	15	40987358	41024356
PAN3	13	28712643	28869472
PTK2B	8	27168999	27316903
DNAJC28	21	34860497	34864027
NANOGP1	12	8048093	8052674
GART	21	34870940	34915797
SLC2A3	12	8071826	8088871
FLT1	13	28874489	29069232
FOXJ2	12	8185359	8208117
SON	21	34914924	34949812
POMP	13	29233241	29253062
SLC46A3	13	29274201	29293150
C3AR1	12	8210919	8218955
FAM82A2	15	41028082	41048049
TOLLIP	11	1295601	1330852
AC124649.1	8	27204526	27205143
CHRNA2	8	27317279	27336813
MTUS2	13	29598748	30080083
NECAP1	12	8234807	8250373
CXXC1	18	47808713	47814692
BRSK2	11	1411129	1483326
EPHX2	8	27348626	27402438
GCHFR	15	41056218	41060084
DNAJC17	15	41060067	41099671
SLC7A1	13	30083547	30169721
CLEC4A	12	8276226	8291203
SKA1	18	47901365	47920543
C15orf62	15	41062178	41064647
UBL3	13	30338508	30424821
ZFYVE19	15	41099274	41106767
RP11-90M5.1	13	30510042	30524625
DONSON	21	34947783	34961014
AC091196.1	11	1490688	1507786
CLU	8	27454434	27472371
MAPK4	18	48086484	48258196
ZNF705A	12	8276559	8332642
KATNAL1	13	30776767	30881621
DUSP8	11	1575281	1593459
MRO	18	48321491	48351754
AC092111.3	12	8332803	8370829
FAM90A1	12	8373866	8377428
PPP1R14D	15	41107643	41120907
AP000304.12	21	34956993	35284635
AC092865.2	12	8580276	8590931
AP006285.2	11	1575837	1576710
HMGB1	13	31032884	31191734
CRYZL1	21	34961647	35016232
CLEC6A	12	8608591	8630926
AP006285.1	11	1593971	1620414
KRTAP5-1	11	1605572	1606513
ME2	18	48405419	48474691
KRTAP5-2	11	1618409	1619524
SPINT1	15	41136241	41150405
CLEC4D	12	8666136	8674958
KRTAP5-3	11	1628311	1643354
SCARA3	8	27491385	27534292
ELAC1	18	48494386	48514491
SMAD4	18	48556583	48611415
CLEC4E	12	8685901	8693558
KRTAP5-4	11	1642188	1643368
RHOV	15	41164412	41166487
CCDC25	8	27590835	27630151
USPL1	13	31191830	31233686
AICDA	12	8754762	8765442
KRTAP5-5	11	1651033	1652160
VPS18	15	41186627	41196173
ESCO2	8	27632058	27665745
ALOX5AP	13	31309645	31338556
KRTAP5-6	11	1718425	1718985
DLL4	15	41221547	41231237
AC068580.3	11	1753640	1771821
C13orf33	13	31480328	31499709
MEX3C	18	48700920	48723690
MFAP5	12	8798540	8815433
RP11-295K3.1	11	1768897	1780281
CTSD	11	1773982	1785222
C13orf26	13	31506840	31549639
PBK	8	27667137	27695516
AC011260.2	18	48918412	49088839
HSPH1	13	31710762	31736502
DCC	18	49867158	51062269
SCARA5	8	27727399	27850198
CHAC1	15	41245347	41248717
AC069113.1	8	27776014	27870729
C8orf80	8	27879481	27941388
INO80	15	41271078	41408444
MBD2	18	51677971	51751158
ELP3	8	27950409	28048673
SYT8	11	1849537	1858751
POLI	18	51795849	51824602
PNOC	8	28174649	28200872
ZNF395	8	28203102	28243983
STARD6	18	51850964	51880943
TNNI2	11	1860219	1862910
C18orf54	18	51884955	51908404
FBXO16	8	28285929	28347835
C18orf26	18	52258390	52266724
B3GALTL	13	31774073	31906413
RAB27B	18	52495708	52562747
CCDC68	18	52568740	52626739
FZD3	8	28351773	28431788
RXFP2	13	32313674	32377009
LSP1	11	1874200	1913497
FAM92A2	15	41455360	41456572
EXTL3	8	28559131	28611204
EXD1	15	41474926	41522895
INTS9	8	28625182	28747698
TCF4	18	52889562	53303185
AC012652.1	15	41523342	41574088
FRY	13	32605437	32870794
OIP5	15	41601466	41624819
NUSAP1	15	41624926	41673245
AC009271.1	18	53670844	53858493
TXNL1	18	54264439	54305920
WDR7	18	54318616	54698828
HMBOX1	8	28747911	28910787
NDUFAF1	15	41679547	41694658
C11orf89	11	1910375	1912084
RTF1	15	41709302	41775761
TNNT3	11	1940792	1959936
KIF13B	8	28924796	29120610
ZAR1L	13	32877837	32886091
ITPKA	15	41785591	41795749
BRCA2	13	32889611	32973347
LTK	15	41795836	41806085
N4BP2L1	13	32974861	33007091
RIMKLB	12	8850518	8930266
AC008993.1	19	65917	70966
A2ML1	12	8975174	9029379
RPAP1	15	41809374	41836464
FAM138B	19	76163	77690
RP11-298P3.4	13	33006554	33054775
TYRO3	15	41851232	41871536
PHC1	12	9067196	9094058
OR4F17	19	107146	111696
N4BP2L2	13	33006924	33112970
MRPL23	11	1961860	2005752
AC010507.2	19	198089	200744
AC010507.3	19	200112	202173
PPAP2C	19	281048	291435
DUSP4	8	29190581	29208190
AC123789.1	11	2018843	2026210
M6PR	12	9092976	9102252
IGF2	11	2150342	2170833
MIER2	19	305575	344791
PDS5B	13	33160564	33352157
TMEM66	8	29921404	29940710
LEPROTL1	8	29952922	29995222
THEG	19	362059	376009
KLRG1	12	9142221	9163338
MBOAT4	8	29989187	30002200
C2CD4C	19	405443	409170
DCTN6	8	30013813	30041059
C12orf33	12	9210134	9217672
SHC2	19	416587	460996
A2M	12	9220308	9268825
RBPMS	8	30241944	30429734
INS	11	2153768	2182571
ODF3L2	19	463344	474983
MADCAM1	19	496454	505340
KL	13	33590571	33640282
PZP	12	9301436	9360966
STARD13	13	33677270	33859892
DDX11L8	12	9436253	9465730
C19orf20	19	507497	519653
GTF2E2	8	30436035	30515738
IGF2AS	11	2161731	2169894
CDC34	19	531733	542084
TH	11	2185159	2193107
DDX12	12	9570287	9600824
MGA	15	41952610	42062141
GSR	8	30535584	30585352
RFC3	13	34392186	34540695
GZMM	19	544027	549919
BSG	19	571325	583492
AL138690.1	13	35482607	35498339
NBEA	13	35516456	36247159
AC006432.1	12	9644887	9707351
MAPKBP1	15	42066632	42228460
UBXN8	8	30601707	30623910
ST8SIA3	18	55019721	55036162
KLRB1	12	9747148	9760482
PPP2CB	8	30643137	30670352
ASCL2	11	2289725	2292182
CLEC2D	12	9809270	9852039
ONECUT2	18	55102917	55158530
C11orf21	11	2316875	2324279
HCN2	19	589893	617157
TSPAN32	11	2323227	2339430
FECH	18	55215515	55254004
NARS	18	55267896	55289177
POLRMT	19	617223	633568
CLECL1	12	9875094	9885860
CD69	12	9905082	9913497
KLRF1	12	9980077	9997601
CD81	11	2397419	2418627
ATP8B1	18	55313658	55399039
FGF22	19	639895	643703
JMJD7	15	42120283	42140341
CLEC2B	12	10004977	10022458
AC027097.1	18	55396803	55405276
AC004449.1	19	644371	647309
AC090324.1	18	55686021	55686293
RNF126	19	647530	663227
CLEC2A	12	10051272	10084980
NEDD4L	18	55711619	56068772
CLEC12B	12	10124008	10171399
TSSC4	11	2421718	2425106
MAB21L1	13	36048322	36050832
TRPM5	11	2425745	2444275
DCLK1	13	36343122	36705443
KCNQ1	11	2466221	2870221
ITSN1	21	35014706	35272165
FSTL3	19	676389	683392
JMJD7-PLA2G4B	15	42120293	42140353
CDKN1C	11	2904443	2907043
CLEC1B	12	10145664	10151899
PLA2G4B	15	42129973	42140345
SOHLH2	13	36742345	36829236
RP11-121N13.3	13	36742931	36871979
SPTBN5	15	42140345	42186275
C13orf38	13	36801182	36871992
SLC22A18	11	2920951	2946476
CLEC9A	12	10183276	10218565
CLEC1A	12	10222154	10251584
PRSSL1	19	685548	695483
PALM	19	708953	748328
CLEC7A	12	10269376	10282868
SPG20	13	36875775	36944317
PHLDA2	11	2949503	2950685
C19orf21	19	751133	764318
NAP1L4	11	2965661	3013607
AC020659.1	15	42184991	42188133
EHD4	15	42190570	42264776
PTBP1	19	797392	812327
PLA2G4E	15	42273780	42343388
PLA2G4D	15	42359881	42386752
RP11-251J8.3	13	36920568	36943738
OLR1	12	10310904	10324790
AC131971.1	11	3011093	3012563
CCNA1	13	37005967	37017019
CARS	11	3022152	3078667
PLA2G4F	15	42433403	42448821
ALPK2	18	56148479	56296189
MALT1	18	56338618	56421130
C12orf59	12	10331557	10344400
TEX15	8	30689062	30706533
GABARAPL1	12	10365489	10375722
C13orf36	13	37248049	37271976
AC006273.1	19	812518	821952
PURG	8	30853321	30891231
RFXAP	13	37393361	37403241
ZNF532	18	56529832	56653712
WRN	8	30890778	31031276
SMAD9	13	37418968	37494902
ATP5O	21	35275757	35288284
SEC11C	18	56807087	56826068
GRP	18	56887400	56898003
KLRD1	12	10460417	10469850
ALG5	13	37523912	37574398
RAX	18	56934267	56940625
AZU1	19	825097	832017
CPLX4	18	56962634	56985881
MRPS6	21	35445524	35515334
LMAN1	18	56995055	57026503
OSBPL5	11	3108346	3186582
AC009563.1	8	31077528	31078486
VPS39	15	42450899	42500514
NRG1	8	31497501	32622066
SLC5A3	21	35445870	35478559
EXOSC8	13	37572953	37583750
PRTN3	19	840985	848175
KCNE2	21	35736323	35743440
KLRK1	12	10511605	10542640
CCBE1	18	57101149	57364574
C21orf51	21	35747779	35780164
ELANE	19	852291	856242
TMEM87A	15	42502728	42565755
PMAIP1	18	57567180	57571538
CFD	19	859665	863606
FAM48A	13	37583449	37633850
MC4R	18	58038564	58040001
KLRC4	12	10559983	10562356
MED16	19	867964	893218
AC010928.3	18	58279006	58310816
CDH20	18	59157775	59223006
MRGPRG	11	3239174	3240043
RNF152	18	59475296	59560992
MRGPRE	11	3248883	3253616
PIGN	18	59711460	59854289
AP000322.54	21	35772615	35773370
GANC	15	42566366	42645864
AP000322.53	21	35786792	35796264
ZNF195	11	3379157	3400448
KCNE1	21	35818988	35884573
KLRC3	12	10564921	10573194
CAPN3	15	42640301	42704515
KLRC2	12	10583210	10588592
CSNK1A1L	13	37677398	37679801
C19orf22	19	896503	913225
POSTN	13	38136722	38172981
KIAA1468	18	59854507	59974355
AC123788.1	11	3436152	3436887
RCAN1	21	35885440	35987441
ART5	11	3659733	3663546
KLRC1	12	10598642	10605947
KISS1R	19	917342	921014
ART1	11	3666361	3685646
TNFRSF11A	18	59992520	60054899
FUT10	8	33228342	33330664
CHRNA10	11	3686818	3692614
TRPC4	13	38210773	38444562
ZCCHC2	18	60190658	60245793
NUP98	11	3696241	3819018
ARID3A	19	926037	972781
AC068775.1	12	10658502	10675733
MAGOHB	12	10756794	10766193
CLIC6	21	36041688	36090525
PHLPP1	18	60382734	60647666
RUNX1	21	36160098	37357047
WDR18	19	984328	994569
MAK16	8	33342685	33358775
STYK1	12	10771538	10826891
C8orf41	8	33356238	33370703
AC015989.1	18	60491423	60492724
CSDA	12	10851676	10875953
BCL2	18	60790579	60987361
ZFP106	15	42705022	42749730
GRIN3B	19	1000437	1009721
RNF122	8	33405273	33424643
DUSP26	8	33448856	33457501
C19orf6	19	1009650	1021141
UFM1	13	38923986	38937140
PGAP2	11	3819049	3847601
TAS2R7	12	10954131	10955226
AF279873.1	8	33827079	33827396
CNN2	19	1026298	1039060
TAS2R8	12	10958650	10959579
UNC5D	8	35092975	35654068
KDSR	18	60994971	61034743
TAS2R9	12	10961693	10962767
TAS2R10	12	10977945	10978868
SNAP23	15	42787801	42825259
VPS4B	18	61056423	61089693
PRR4	12	10998450	11002077
AC012215.1	8	35649365	35653384
AF015262.1	21	36410892	36422357
KCNU1	8	36641842	36793641
SETD4	21	37406839	37451687
SERPINB5	18	61143994	61172318
PRH1	12	11033560	11036883
LRRC57	15	42834720	42841002
AL356863.1	13	38930931	38932519
FREM2	13	39261173	39460074
TAS2R13	12	11060525	11062161
ABCA7	19	1040102	1065568
SERPINB12	18	61223393	61234244
ZNF703	8	37553309	37556396
PRH2	12	11081834	11087444
HAUS2	15	42841008	42862192
SERPINB13	18	61254223	61271873
AC138356.1	8	37592279	37594944
STOML3	13	39540062	39565203
ERLIN2	8	37594097	37615316
STARD9	15	42867857	43013056
RHOG	11	3848208	3862184
C13orf23	13	39584002	39612252
STIM1	11	3876932	4114439
TAS2R14	12	11090853	11324198
CBR1	21	37442239	37445464
TAS2R50	12	11138512	11139511
AC087441.1	11	4010387	4010692
SERPINB4	18	61304493	61311560
RRM1	11	4115924	4160106
HMHA1	19	1066025	1086627
CDAN1	15	43015762	43029417
TAS2R20	12	11149545	11150474
TAS2R19	12	11174218	11175219
TAS2R31	12	11213997	11286843
PROSC	8	37620101	37637285
SERPINB11	18	61314813	61391127
CBR3	21	37507210	37518864
DOPEY2	21	37529080	37711195
NHLRC3	13	39612443	39625205
SERPINB3	18	61322431	61329197
AC018793.5	11	4254518	4255102
AC018793.4	11	4299937	4300522
AC069356.1	18	61350211	61394345
TAS2R42	12	11338599	11339543
SERPINB7	18	61420169	61472604
LHFP	13	39917029	40177665
PRB3	12	11418857	11422641
MORC3	21	37692487	37748944
AC018793.1	11	4308729	4309313
AC018793.3	11	4351095	4351679
GPR124	8	37641709	37701494
AC018793.2	11	4359890	4360474
POLR2E	19	1086578	1095391
TTBK2	15	43036550	43213007
OR52B4	11	4388581	4389525
TRIM21	11	4406158	4414926
COG6	13	40229764	40365802
CHAF1B	21	37757676	37789125
AC009758.1	11	4452560	4453459
GPX4	19	1103966	1106778
SERPINB2	18	61538926	61571124
OR52K2	11	4470525	4471588
CLDN14	21	37832919	37948867
SBNO2	19	1107634	1174282
PRB4	12	11460017	11463366
PRB2	12	11544476	11548499
SIM2	21	38071433	38131815
BRF2	8	37701405	37707411
FOXO1	13	41129817	41240734
MRPS31	13	41303432	41345309
ETV6	12	11802788	12048321
AC010930.1	11	4496689	4496988
HLCS	21	38123493	38362536
OR52K1	11	4510109	4511138
RAB11FIP1	8	37716470	37757003
SERPINB10	18	61564408	61603345
UBR1	15	43235095	43398299
OR52M1	11	4566421	4567374
SLC25A15	13	41363548	41386596
HMSD	18	61616535	61649008
C11orf40	11	4592653	4599050
DSCR6	21	38378450	38391959
OR52I2	11	4608021	4609135
SERPINB8	18	61637159	61672278
PIGP	21	38435146	38445470
BCL2L14	12	12202798	12363947
OR52I1	11	4614980	4616243
TRIM68	11	4619905	4629451
STK11	19	1205798	1228434
GOT1L1	8	37791804	37797647
TTC3	21	38445526	38575413
SUGT1L1	13	41482294	41495910
ADRB3	8	37820516	37824184
CDH7	18	63417488	63552376
LRP6	12	12268963	12419811
OR51D1	11	4660945	4662068
ELF1	13	41506056	41635576
OR51E1	11	4664650	4675738
EIF4EBP1	8	37888020	37917879
C19orf26	19	1229178	1237990
OR51E2	11	4701401	4719072
ASH2L	8	37963011	37997225
OR51C1P	11	4711988	4713394
CDH19	18	64168320	64271371
TMEM62	15	43425722	43477333
ATP5D	19	1241749	1244823
DSEL	18	65173819	65184217
MMP26	11	4726157	5013659
WBP4	13	41635410	41658137
KBTBD6	13	41701705	41706882
CCNDBP1	15	43477455	43487396
MANSC1	12	12482218	12503169
AC103710.2	11	4729750	4731698
KBTBD7	13	41765711	41768702
TMX3	18	66340927	66382362
STAR	8	38000226	38008600
OR51F1	11	4790209	4791168
MTRF1	13	41790516	41837713
OR52R1	11	4824663	4827269
LOH12CR2	12	12508342	12510001
MIDN	19	1248552	1259139
LOH12CR1	12	12510020	12619838
OR51F2	11	4842551	4843686
DUSP16	12	12628831	12715317
C19orf23	19	1267471	1270259
CIRBP	19	1269267	1273171
OR51S1	11	4869467	4870438
OR51H1P	11	4880886	4881794
OR51T1	11	4903049	4904113
NARG1L	13	41885341	41951166
EPB42	15	43487571	43513481
LSM1	8	38020861	38034026
OR51A7	11	4928563	4929610
CCDC102B	18	66382491	66722426
CREBL2	12	12764831	12798041
OR51G2	11	4935949	4936893
BAG4	8	38034312	38070809
OR51G1	11	4944604	4945569
OR51A4	11	4967389	4968330
OR51A2	11	4976002	4976943
GPR19	12	12813995	12849121
OR51L1	11	5020213	5021160
OR52J3	11	5067756	5068691
DSCR3	21	38591910	38640262
OR52E2	11	5079880	5080857
DOK6	18	67068291	67515825
OR52A5	11	5152922	5153872
CDKN1B	12	12867992	12875305
OR52A1	11	5172239	5207612
DDHD2	8	38089107	38120279
APOLD1	12	12878865	12944400
CD226	18	67528097	67624160
TGM5	15	43525356	43559055
C13orf15	13	42031695	42045018
OR51V1	11	5220965	5221930
HBB	11	5246694	5250625
DDX47	12	12966280	12982909
RTTN	18	67671045	67872962
KIAA0564	13	42140961	42535256
C19orf24	19	1275438	1279227
HBD	11	5253908	5256600
AC004258.1	19	1275520	1279242
MUM1	19	1285892	1378430
HBG1	11	5269313	5271122
DYRK1A	21	38739236	38887680
TGM7	15	43568479	43594453
PPAPDC1B	8	38120656	38126738
GPRC5A	12	13043956	13066598
HBG2	11	5274420	5667019
LCMT2	15	43619976	43622891
DGKH	13	42622889	42803888
GPRC5D	12	13093709	13103318
ADAL	15	43622925	43644143
HEBP1	12	13127803	13153221
WHSC1L1	8	38132560	38239790
KCNJ6	21	38996785	39288749
AC007688.3	12	13152812	13155177
KIAA1467	12	13197218	13236381
ZSCAN29	15	43650370	43662258
DSCR4	21	39323728	39493454
AKAP11	13	42846289	42897396
DSCR8	21	39493545	39560110
TNFSF11	13	43136872	43182149
HBE1	11	5289582	5526847
TUBGCP4	15	43663293	43698238
SOCS6	18	67956168	67997436
KCNJ15	21	39628663	39673748
GSG1	12	13237042	13256619
OR51B4	11	5322244	5323226
CBLN2	18	70203915	70211774
OR51B2	11	5344541	5345582
NETO1	18	70409671	70535184
C13orf30	13	43355751	43365683
EPSTI1	13	43460524	43566377
OR51B5	11	5363816	5364754
OR51B6	11	5372738	5373676
OR51M1	11	5410607	5411664
OR51J1	11	5423827	5424777
TP53BP1	15	43699407	43802926
FBXO15	18	71740588	71815100
OR51Q1	11	5443341	5444436
DNAJC15	13	43597339	43683045
OR51I1	11	5451381	5462744
ENOX1	13	43787654	44361044
ERG	21	39751949	40033704
OR51I2	11	5474638	5475707
C18orf55	18	71815746	71826197
CYB5A	18	71920531	71959251
OR52D1	11	5509915	5510979
UBQLN3	11	5528530	5531215
CCDC122	13	44398045	44453864
UBQLNL	11	5535623	5537935
OR52H1	11	5549360	5573008
LETM2	8	38244020	38266061
AC008021.1	18	71983110	72026418
OR52B6	11	5602107	5603114
C13orf31	13	44453420	44468067
TRIM6	11	5617339	5634188
FAM69C	18	72102963	72125179
CNDP2	18	72163443	72188363
MAP1A	15	43803156	43823818
RP11-478K15.4	13	44717679	44735393
FGFR1	8	38268656	38326352
SERP2	13	44947801	44971850
CNDP1	18	72201675	72252261
ETS2	21	40177231	40196879
TSC22D1	13	45007655	45151283
HISPPD2A	15	43825660	43982262
AC116904.1	18	72260074	72265060
PSMG1	21	40546695	40555777
ZNF407	18	72342919	72777628
EMP1	12	13349602	13369708
EFNA2	19	1286168	1299944
NDUFS7	19	1383883	1395587
C12orf36	12	13524023	13529364
TRIM6-TRIM34	11	5617884	5665628
GRIN2B	12	13714144	14133053
BRWD1	21	40556102	40693485
NUFIP1	13	45513384	45563618
ATF7IP	12	14518616	14651697
KIAA1704	13	45563687	45607746
AC100783.1	18	72672142	72673062
ZADH2	18	72907063	72921303
TSHZ1	18	72922752	73001905
GAMT	19	1397089	1401552
GTF2F2	13	45694650	45858237
PLBD1	12	14656597	14720791
C18orf62	18	73121431	73139658
ZNF516	18	74071619	74207146
KCTD4	13	45766988	45775175
TPT1	13	45911008	45915347
TRIM34	11	5640994	5665628
GUCY2C	12	14765570	14849519
DAZAP1	19	1407584	1435683
AC018413.1	18	74207477	74210045
ZNF236	18	74536116	74682680
C8orf86	8	38368352	38386180
TRIM5	11	5684787	5959849
TACC1	8	38586102	38710546
RPS15	19	1438363	1440492
HIST4H4	12	14920934	14924065
XXyac-R12DG2.2	13	45915480	45965857
CKMT1B	15	43885252	43891604
APC2	19	1450148	1473243
SLC25A30	13	45970044	45992515
COG3	13	46039060	46110765
HMGN1	21	40714241	40721573
H2AFJ	12	14927349	14928345
FAM194B	13	46108657	46189874
C19orf25	19	1473203	1479228
SPERT	13	46276446	46288694
WBP11	12	14939414	14956401
SIAH3	13	46353363	46425871
PCSK4	19	1481427	1490407
ZC3H13	13	46528600	46626894
TRIM22	11	5710919	5758319
WRB	21	40752170	40800454
C12orf60	12	14956506	14976786
PLEKHA2	8	38758753	38831428
C12orf69	12	14957584	14967116
REEP6	19	1491023	1497926
ART4	12	14982023	14996422
CPB2	13	46627321	46679211
ADAMTSL5	19	1505023	1513019
OR56B1	11	5757681	5758768
HTRA4	8	38831668	38846156
LCP1	13	46700061	46786006
LCA5L	21	40777770	40817731
MGP	12	15034827	15038828
OR52N4	11	5775923	5776959
OR52N5	11	5798890	5799864
TM2D2	8	38846327	38854041
MEX3D	19	1554671	1568057
OR52N1	11	5809084	5810046
ERP27	12	15066974	15091483
OR52N2	11	5841544	5842578
ARHGDIB	12	15094950	15114562
OR52E6	11	5862186	5863182
MBD3	19	1576678	1592710
OR52E8	11	5877979	5878932
ADAM9	8	38854388	38962777
OR52E4	11	5905501	5906527
PDE6H	12	15125978	15134799
LRRC63	13	46786083	46844757
RERG	12	15260718	15374304
SH3BGR	21	40817781	40887433
C13orf18	13	46916139	47012325
OR52E5	11	5922007	5923320
OR56A3	11	5968577	5969524
PTPRO	12	15475451	15750335
UQCR11	19	1597180	1605431
AC025016.1	11	5988407	5989520
OR52L1	11	6007171	6008160
B3GALT5	21	40928369	41034816
TCF3	19	1609293	1652326
OR56A4	11	6023281	6024378
OR56A1	11	6047978	6048934
ADAM32	8	38965050	39142435
OR52L2P	11	6078546	6079505
OR56B4	11	6128914	6130065
C21orf88	21	40969074	40984748
AC111177.2	11	6149840	6150706
AC022762.1	11	6173006	6173818
OR52W1	11	6220376	6221489
LRCH1	13	47127303	47325710
IGSF5	21	41117334	41174023
PCP4	21	41239243	41301322
C11orf42	11	6226796	6232362
ONECUT3	19	1753662	1775444
FAM160A2	11	6232565	6255941
DSCAM	21	41382926	42219065
ATP8B3	19	1782076	1812270
CNGA4	11	6260330	6265707
ESD	13	47345391	47371367
EPS8	12	15773076	15942510
BACE2	21	42539728	42648524
REXO1	19	1815245	1848452
HTR2A	13	47407513	47470173
CCKBR	11	6280966	6293357
SUCLA2	13	48510622	48575462
PRKCDBP	11	6340176	6341877
SMPD1	11	6411655	6416225
FAM3B	21	42676198	42729654
MBP	18	74690783	74845639
STRAP	12	16035288	16056403
KLF16	19	1852398	1863564
ADAM18	8	39442100	39587583
FAM108A1	19	1876976	1885518
MX2	21	42733870	42781317
APBB1	11	6413729	6440644
NUDT15	13	48611703	48621282
MED4	13	48627459	48669267
ADAM2	8	39601257	39695779
DERA	12	16064106	16190314
SCAMP4	19	1905371	1926012
AL773578.1	21	42733957	42739233
MX1	21	42792231	42831141
POLR2K	13	48708417	48708691
SLC15A5	12	16342602	16430619
ADAT3	19	1905417	1913444
GALR1	18	74962505	74980858
ITM2B	13	48807294	48837063
SALL3	18	76740275	76757397
CSNK1G2	19	1941161	1981309
MGST1	12	16500076	16517343
RB1	13	48877911	49056122
ATP9B	18	76829397	77138278
IDO1	8	39771328	39785938
TMPRSS2	21	42836478	42903043
C19orf34	19	1952526	1954548
BTBD2	19	1985447	2015702
HPX	11	6452279	6462294
LMO3	12	16701307	16761024
TRIM3	11	6469845	6495214
IDO2	8	39792133	39873910
MKNK2	19	2037481	2051243
NFATC1	18	77155772	77289325
RIPK4	21	43159529	43187266
LPAR6	13	48963707	49018840
C8orf4	8	40010989	40012821
ZMAT4	8	40388113	40755343
RCBTB2	13	49063095	49109872
MOBKL2A	19	2071037	2096304
ARFIP2	11	6496928	6502666
RERGL	12	18233806	18243114
C19orf36	19	2084101	2099592
SFRP1	8	41119483	41166992
PRDM15	21	43218385	43299591
PIK3C2G	12	18414474	18801348
AC068473.1	18	77398938	77439745
CTDP1	18	77439801	77514510
GOLGA7	8	41348081	41368493
AP3D1	19	2100993	2151556
